"FLEET","Fleet","UNIT","Measure","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2003","2003","TONNE","Tonnes","0","Units",,,571,,
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2004","2004","TONNE","Tonnes","0","Units",,,612,,
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2005","2005","TONNE","Tonnes","0","Units",,,590,,
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2006","2006","TONNE","Tonnes","0","Units",,,477,,
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2007","2007","TONNE","Tonnes","0","Units",,,374,,
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2008","2008","TONNE","Tonnes","0","Units",,,332,,
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2009","2009","TONNE","Tonnes","0","Units",,,332,,
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2010","2010","TONNE","Tonnes","0","Units",,,318,,
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2011","2011","TONNE","Tonnes","0","Units",,,325,,
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2012","2012","TONNE","Tonnes","0","Units",,,318,,
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2013","2013","TONNE","Tonnes","0","Units",,,306,,
"FTOT","Total Vessels","NU","Number of vessels","AUS","Australia","2014","2014","TONNE","Tonnes","0","Units",,,309,,
"FTOT","Total Vessels","GT","Gross tonnage","AUS","Australia","2006","2006","NBR","Number","0","Units",,,63555,,
"FTOT","Total Vessels","GT","Gross tonnage","AUS","Australia","2007","2007","NBR","Number","0","Units",,,53458,,
"FTOT","Total Vessels","GT","Gross tonnage","AUS","Australia","2008","2008","NBR","Number","0","Units",,,48828,,
"FTOT","Total Vessels","GT","Gross tonnage","AUS","Australia","2009","2009","NBR","Number","0","Units",,,31932,,
"FTOT","Total Vessels","GT","Gross tonnage","AUS","Australia","2010","2010","NBR","Number","0","Units",,,36364.2,,
"FTOT","Total Vessels","GT","Gross tonnage","AUS","Australia","2011","2011","NBR","Number","0","Units",,,34930.8,,
"FTOT","Total Vessels","GT","Gross tonnage","AUS","Australia","2012","2012","NBR","Number","0","Units",,,35359.6,,
"FTOT","Total Vessels","GT","Gross tonnage","AUS","Australia","2013","2013","NBR","Number","0","Units",,,35713,,
"FTOT","Total Vessels","GT","Gross tonnage","AUS","Australia","2014","2014","NBR","Number","0","Units",,,40741,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2000","2000","TONNE","Tonnes","0","Units",,,129,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2001","2001","TONNE","Tonnes","0","Units",,,130,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2002","2002","TONNE","Tonnes","0","Units",,,130,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2003","2003","TONNE","Tonnes","0","Units",,,125,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2004","2004","TONNE","Tonnes","0","Units",,,121,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2005","2005","TONNE","Tonnes","0","Units",,,120,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2006","2006","TONNE","Tonnes","0","Units",,,107,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2007","2007","TONNE","Tonnes","0","Units",,,102,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2008","2008","TONNE","Tonnes","0","Units",,,100,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2009","2009","TONNE","Tonnes","0","Units",,,89,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2010","2010","TONNE","Tonnes","0","Units",,,89,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2011","2011","TONNE","Tonnes","0","Units",,,86,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2012","2012","TONNE","Tonnes","0","Units",,,83,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2013","2013","TONNE","Tonnes","0","Units",,,80,,
"FTOT","Total Vessels","NU","Number of vessels","BEL","Belgium","2014","2014","TONNE","Tonnes","0","Units",,,82,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2000","2000","NBR","Number","0","Units",,,23220.67,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2001","2001","NBR","Number","0","Units",,,24091,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2002","2002","NBR","Number","0","Units",,,24276,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2003","2003","NBR","Number","0","Units",,,23676,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2004","2004","NBR","Number","0","Units",,,22752,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2005","2005","NBR","Number","0","Units",,,22584,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2006","2006","NBR","Number","0","Units",,,20035,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2007","2007","NBR","Number","0","Units",,,19292,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2008","2008","NBR","Number","0","Units",,,19007,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2009","2009","NBR","Number","0","Units",,,16048,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2010","2010","NBR","Number","0","Units",,,15812,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2011","2011","NBR","Number","0","Units",,,15326,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2012","2012","NBR","Number","0","Units",,,15053,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2013","2013","NBR","Number","0","Units",,,14645,,
"FTOT","Total Vessels","GT","Gross tonnage","BEL","Belgium","2014","2014","NBR","Number","0","Units",,,14985,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2000","2000","TONNE","Tonnes","0","Units",,,23819,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2001","2001","TONNE","Tonnes","0","Units",,,23360,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2002","2002","TONNE","Tonnes","0","Units",,,22125,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2003","2003","TONNE","Tonnes","0","Units",,,22513,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2004","2004","TONNE","Tonnes","0","Units",,,22342,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2005","2005","TONNE","Tonnes","0","Units",,,21819,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2006","2006","TONNE","Tonnes","0","Units",,,21461,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2007","2007","TONNE","Tonnes","0","Units",,,21183,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2008","2008","TONNE","Tonnes","0","Units",,,20507,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2009","2009","TONNE","Tonnes","0","Units",,,20197,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2010","2010","TONNE","Tonnes","0","Units",,,19906,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2011","2011","TONNE","Tonnes","0","Units",,,19520,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2012","2012","TONNE","Tonnes","0","Units",,,18740,,
"FTOT","Total Vessels","NU","Number of vessels","CAN","Canada","2013","2013","TONNE","Tonnes","0","Units",,,18452,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2000","2000","TONNE","Tonnes","0","Units",,,4141,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2001","2001","TONNE","Tonnes","0","Units",,,4019,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2002","2002","TONNE","Tonnes","0","Units",,,3816,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2003","2003","TONNE","Tonnes","0","Units",,,3569,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2004","2004","TONNE","Tonnes","0","Units",,,3455,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2005","2005","TONNE","Tonnes","0","Units",,,3344,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2006","2006","TONNE","Tonnes","0","Units",,,3135,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2007","2007","TONNE","Tonnes","0","Units",,,2957,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2008","2008","TONNE","Tonnes","0","Units",,,2890,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2009","2009","TONNE","Tonnes","0","Units",,,2830,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2010","2010","TONNE","Tonnes","0","Units",,,2818,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2011","2011","TONNE","Tonnes","0","Units",,,2785,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2012","2012","TONNE","Tonnes","0","Units",,,2740,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2013","2013","TONNE","Tonnes","0","Units",,,2632,,
"FTOT","Total Vessels","NU","Number of vessels","DNK","Denmark","2014","2014","TONNE","Tonnes","0","Units",,,2455,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2000","2000","NBR","Number","0","Units",,,111119,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2001","2001","NBR","Number","0","Units",,,108377,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2002","2002","NBR","Number","0","Units",,,105514,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2003","2003","NBR","Number","0","Units",,,98795,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2004","2004","NBR","Number","0","Units",,,96120,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2005","2005","NBR","Number","0","Units",,,91533,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2006","2006","NBR","Number","0","Units",,,85716,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2007","2007","NBR","Number","0","Units",,,76469,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2008","2008","NBR","Number","0","Units",,,73030,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2009","2009","NBR","Number","0","Units",,,68192,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2010","2010","NBR","Number","0","Units",,,65997,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2011","2011","NBR","Number","0","Units",,,64527,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2012","2012","NBR","Number","0","Units",,,65933,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2013","2013","NBR","Number","0","Units",,,65271,,
"FTOT","Total Vessels","GT","Gross tonnage","DNK","Denmark","2014","2014","NBR","Number","0","Units",,,69138,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2000","2000","TONNE","Tonnes","0","Units",,,3663,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2001","2001","TONNE","Tonnes","0","Units",,,3613,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2002","2002","TONNE","Tonnes","0","Units",,,3574,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2003","2003","TONNE","Tonnes","0","Units",,,3494,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2004","2004","TONNE","Tonnes","0","Units",,,3393,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2005","2005","TONNE","Tonnes","0","Units",,,3265,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2006","2006","TONNE","Tonnes","0","Units",,,3196,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2007","2007","TONNE","Tonnes","0","Units",,,3164,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2008","2008","TONNE","Tonnes","0","Units",,,3242,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2009","2009","TONNE","Tonnes","0","Units",,,3271,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2010","2010","TONNE","Tonnes","0","Units",,,3366,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2011","2011","TONNE","Tonnes","0","Units",,,3336,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2012","2012","TONNE","Tonnes","0","Units",,,3249,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2013","2013","TONNE","Tonnes","0","Units",,,3219,,
"FTOT","Total Vessels","NU","Number of vessels","FIN","Finland","2014","2014","TONNE","Tonnes","0","Units",,,3210,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2000","2000","NBR","Number","0","Units",,,20781.82,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2001","2001","NBR","Number","0","Units",,,20064.38,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2002","2002","NBR","Number","0","Units",,,20339.48,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2003","2003","NBR","Number","0","Units",,,17312,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2004","2004","NBR","Number","0","Units",,,18052.04,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2005","2005","NBR","Number","0","Units",,,16947.68,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2006","2006","NBR","Number","0","Units",,,19093.34,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2007","2007","NBR","Number","0","Units",,,16113.27,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2008","2008","NBR","Number","0","Units",,,16165.65,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2009","2009","NBR","Number","0","Units",,,16397.18,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2010","2010","NBR","Number","0","Units",,,16698.28,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2011","2011","NBR","Number","0","Units",,,16098.98,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2012","2012","NBR","Number","0","Units",,,16493.74,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2013","2013","NBR","Number","0","Units",,,16524.47,,
"FTOT","Total Vessels","GT","Gross tonnage","FIN","Finland","2014","2014","NBR","Number","0","Units",,,16467,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2000","2000","TONNE","Tonnes","0","Units",,,8181,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2001","2001","TONNE","Tonnes","0","Units",,,7956,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2002","2002","TONNE","Tonnes","0","Units",,,8089,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2003","2003","TONNE","Tonnes","0","Units",,,8090,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2004","2004","TONNE","Tonnes","0","Units",,,7715,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2005","2005","TONNE","Tonnes","0","Units",,,7858,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2006","2006","TONNE","Tonnes","0","Units",,,7671,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2007","2007","TONNE","Tonnes","0","Units",,,7631,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2008","2008","TONNE","Tonnes","0","Units",,,7941,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2009","2009","TONNE","Tonnes","0","Units",,,7284,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2010","2010","TONNE","Tonnes","0","Units",,,7242,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2011","2011","TONNE","Tonnes","0","Units",,,7237,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2012","2012","TONNE","Tonnes","0","Units",,,7156,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2013","2013","TONNE","Tonnes","0","Units",,,7158,,
"FTOT","Total Vessels","NU","Number of vessels","FRA","France","2014","2014","TONNE","Tonnes","0","Units",,,7143,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2000","2000","NBR","Number","0","Units",,,230172.02,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2001","2001","NBR","Number","0","Units",,,232662.33,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2002","2002","NBR","Number","0","Units",,,230445.11,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2003","2003","NBR","Number","0","Units",,,228131,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2004","2004","NBR","Number","0","Units",,,214562.21,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2005","2005","NBR","Number","0","Units",,,214373.74,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2006","2006","NBR","Number","0","Units",,,208493,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2007","2007","NBR","Number","0","Units",,,210754,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2008","2008","NBR","Number","0","Units",,,199269,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2009","2009","NBR","Number","0","Units",,,185535,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2010","2010","NBR","Number","0","Units",,,174461,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2011","2011","NBR","Number","0","Units",,,173343.88,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2012","2012","NBR","Number","0","Units",,,168744.95,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2013","2013","NBR","Number","0","Units",,,166560.94,,
"FTOT","Total Vessels","GT","Gross tonnage","FRA","France","2014","2014","NBR","Number","0","Units",,,177860,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2000","2000","TONNE","Tonnes","0","Units",,,2492,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2001","2001","TONNE","Tonnes","0","Units",,,2442,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2002","2002","TONNE","Tonnes","0","Units",,,2392,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2003","2003","TONNE","Tonnes","0","Units",,,2358,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2004","2004","TONNE","Tonnes","0","Units",,,2308,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2005","2005","TONNE","Tonnes","0","Units",,,2252,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2006","2006","TONNE","Tonnes","0","Units",,,2135,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2007","2007","TONNE","Tonnes","0","Units",,,1955,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2008","2008","TONNE","Tonnes","0","Units",,,1899,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2009","2009","TONNE","Tonnes","0","Units",,,1825,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2010","2010","TONNE","Tonnes","0","Units",,,1724,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2011","2011","TONNE","Tonnes","0","Units",,,1627,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2012","2012","TONNE","Tonnes","0","Units",,,1596,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2013","2013","TONNE","Tonnes","0","Units",,,1530,,
"FTOT","Total Vessels","NU","Number of vessels","DEU","Germany","2014","2014","TONNE","Tonnes","0","Units",,,1538,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2000","2000","NBR","Number","0","Units",,,71089,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2001","2001","NBR","Number","0","Units",,,70916,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2002","2002","NBR","Number","0","Units",,,66942,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2003","2003","NBR","Number","0","Units",,,64200,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2004","2004","NBR","Number","0","Units",,,65450,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2005","2005","NBR","Number","0","Units",,,64218,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2006","2006","NBR","Number","0","Units",,,61992,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2007","2007","NBR","Number","0","Units",,,69170,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2008","2008","NBR","Number","0","Units",,,69212,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2009","2009","NBR","Number","0","Units",,,68521,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2010","2010","NBR","Number","0","Units",,,67809,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2011","2011","NBR","Number","0","Units",,,64882,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2012","2012","NBR","Number","0","Units",,,64182,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2013","2013","NBR","Number","0","Units",,,61061,,
"FTOT","Total Vessels","GT","Gross tonnage","DEU","Germany","2014","2014","NBR","Number","0","Units",,,61794,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2000","2000","TONNE","Tonnes","0","Units",,,20091,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2001","2001","TONNE","Tonnes","0","Units",,,20300,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2002","2002","TONNE","Tonnes","0","Units",,,19771,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2003","2003","TONNE","Tonnes","0","Units",,,19062,,
