"FLEET","Fleet","UNIT","Measure","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2004","2004","TONNE","Tonnes","0","Units",,,18910,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2005","2005","TONNE","Tonnes","0","Units",,,18451,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2006","2006","TONNE","Tonnes","0","Units",,,18156,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2007","2007","TONNE","Tonnes","0","Units",,,17547,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2008","2008","TONNE","Tonnes","0","Units",,,17368,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2009","2009","TONNE","Tonnes","0","Units",,,17513,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2010","2010","TONNE","Tonnes","0","Units",,,17378,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2011","2011","TONNE","Tonnes","0","Units",,,16863,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2012","2012","TONNE","Tonnes","0","Units",,,16249,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2013","2013","TONNE","Tonnes","0","Units",,,15860,,
"FTOT","Total Vessels","NU","Number of vessels","GRC","Greece","2014","2014","TONNE","Tonnes","0","Units",,,15883,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2000","2000","NBR","Number","0","Units",,,108546.53,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2001","2001","NBR","Number","0","Units",,,111155.5,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2002","2002","NBR","Number","0","Units",,,104552.81,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2003","2003","NBR","Number","0","Units",,,97262,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2004","2004","NBR","Number","0","Units",,,95643.2,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2005","2005","NBR","Number","0","Units",,,93532.83,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2006","2006","NBR","Number","0","Units",,,92449.2,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2007","2007","NBR","Number","0","Units",,,90561.39,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2008","2008","NBR","Number","0","Units",,,88896.99,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2009","2009","NBR","Number","0","Units",,,88252.41,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2010","2010","NBR","Number","0","Units",,,88288,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2011","2011","NBR","Number","0","Units",,,83739,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2012","2012","NBR","Number","0","Units",,,80783,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2013","2013","NBR","Number","0","Units",,,78103,,
"FTOT","Total Vessels","GT","Gross tonnage","GRC","Greece","2014","2014","NBR","Number","0","Units",,,76866,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2000","2000","TONNE","Tonnes","0","Units",,,1740,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2001","2001","TONNE","Tonnes","0","Units",,,1718,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2002","2002","TONNE","Tonnes","0","Units",,,1769,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2003","2003","TONNE","Tonnes","0","Units",,,1666,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2004","2004","TONNE","Tonnes","0","Units",,,1570,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2005","2005","TONNE","Tonnes","0","Units",,,1449,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2006","2006","TONNE","Tonnes","0","Units",,,1344,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2007","2007","TONNE","Tonnes","0","Units",,,1333,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2008","2008","TONNE","Tonnes","0","Units",,,1166,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2009","2009","TONNE","Tonnes","0","Units",,,1279,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2010","2010","TONNE","Tonnes","0","Units",,,1313.698423,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2011","2011","TONNE","Tonnes","0","Units",,,1337.906625,,
"FTOT","Total Vessels","NU","Number of vessels","ISL","Iceland","2012","2012","TONNE","Tonnes","0","Units",,,1394,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2000","2000","NBR","Number","0","Units",,,173953,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2001","2001","NBR","Number","0","Units",,,181729,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2002","2002","NBR","Number","0","Units",,,190891,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2003","2003","NBR","Number","0","Units",,,175729,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2004","2004","NBR","Number","0","Units",,,169874,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2005","2005","NBR","Number","0","Units",,,174080.38,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2006","2006","NBR","Number","0","Units",,,167842.26,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2007","2007","NBR","Number","0","Units",,,162827,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2008","2008","NBR","Number","0","Units",,,146614,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2009","2009","NBR","Number","0","Units",,,144044,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2010","2010","NBR","Number","0","Units",,,137863,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2011","2011","NBR","Number","0","Units",,,145516,,
"FTOT","Total Vessels","GT","Gross tonnage","ISL","Iceland","2012","2012","NBR","Number","0","Units",,,213561.4,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2000","2000","TONNE","Tonnes","0","Units",,,1196,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2001","2001","TONNE","Tonnes","0","Units",,,1514,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2002","2002","TONNE","Tonnes","0","Units",,,1489,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2003","2003","TONNE","Tonnes","0","Units",,,1584.638783,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2004","2004","TONNE","Tonnes","0","Units",,,1506.980989,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2005","2005","TONNE","Tonnes","0","Units",,,1489.140684,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2006","2006","TONNE","Tonnes","0","Units",,,1932,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2007","2007","TONNE","Tonnes","0","Units",,,1941,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2008","2008","TONNE","Tonnes","0","Units",,,2016,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2009","2009","TONNE","Tonnes","0","Units",,,2095,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2010","2010","TONNE","Tonnes","0","Units",,,2132,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2011","2011","TONNE","Tonnes","0","Units",,,2167,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2012","2012","TONNE","Tonnes","0","Units",,,2227,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2013","2013","TONNE","Tonnes","0","Units",,,2164,,
"FTOT","Total Vessels","NU","Number of vessels","IRL","Ireland","2014","2014","TONNE","Tonnes","0","Units",,,2202,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2000","2000","NBR","Number","0","Units",,,61450.99,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2001","2001","NBR","Number","0","Units",,,72021.34,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2002","2002","NBR","Number","0","Units",,,80198.31,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2003","2003","NBR","Number","0","Units",,,81515.9,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2004","2004","NBR","Number","0","Units",,,82868.8,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2005","2005","NBR","Number","0","Units",,,83764.6,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2006","2006","NBR","Number","0","Units",,,80634.42,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2007","2007","NBR","Number","0","Units",,,70834,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2008","2008","NBR","Number","0","Units",,,69724,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2009","2009","NBR","Number","0","Units",,,68544.71,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2010","2010","NBR","Number","0","Units",,,68986,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2011","2011","NBR","Number","0","Units",,,63971.9,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2012","2012","NBR","Number","0","Units",,,64882,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2013","2013","NBR","Number","0","Units",,,63795,,
"FTOT","Total Vessels","GT","Gross tonnage","IRL","Ireland","2014","2014","NBR","Number","0","Units",,,64251,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2000","2000","TONNE","Tonnes","0","Units",,,17483,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2001","2001","TONNE","Tonnes","0","Units",,,16596,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2002","2002","TONNE","Tonnes","0","Units",,,16000,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2003","2003","TONNE","Tonnes","0","Units",,,15602,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2004","2004","TONNE","Tonnes","0","Units",,,14873,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2005","2005","TONNE","Tonnes","0","Units",,,14304,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2006","2006","TONNE","Tonnes","0","Units",,,13955,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2007","2007","TONNE","Tonnes","0","Units",,,13604,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2008","2008","TONNE","Tonnes","0","Units",,,13374,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2009","2009","TONNE","Tonnes","0","Units",,,13609,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2010","2010","TONNE","Tonnes","0","Units",,,13239,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2011","2011","TONNE","Tonnes","0","Units",,,13078,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2012","2012","TONNE","Tonnes","0","Units",,,12766,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2013","2013","TONNE","Tonnes","0","Units",,,12691,,
"FTOT","Total Vessels","NU","Number of vessels","ITA","Italy","2014","2014","TONNE","Tonnes","0","Units",,,12675,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2000","2000","NBR","Number","0","Units",,,231681.97,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2001","2001","NBR","Number","0","Units",,,221524.74,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2002","2002","NBR","Number","0","Units",,,215865.59,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2003","2003","NBR","Number","0","Units",,,199648.4,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2004","2004","NBR","Number","0","Units",,,200561.41,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2005","2005","NBR","Number","0","Units",,,198996.71,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2006","2006","NBR","Number","0","Units",,,192396.71,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2007","2007","NBR","Number","0","Units",,,195098.66,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2008","2008","NBR","Number","0","Units",,,182909.24,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2009","2009","NBR","Number","0","Units",,,193155.64,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2010","2010","NBR","Number","0","Units",,,183776.42,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2011","2011","NBR","Number","0","Units",,,175523,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2012","2012","NBR","Number","0","Units",,,165223,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2013","2013","NBR","Number","0","Units",,,163892,,
"FTOT","Total Vessels","GT","Gross tonnage","ITA","Italy","2014","2014","NBR","Number","0","Units",,,163788,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2000","2000","TONNE","Tonnes","0","Units",,,344715,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2001","2001","TONNE","Tonnes","0","Units",,,337967,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2002","2002","TONNE","Tonnes","0","Units",,,331312,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2003","2003","TONNE","Tonnes","0","Units",,,325410,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2004","2004","TONNE","Tonnes","0","Units",,,319054,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2005","2005","TONNE","Tonnes","0","Units",,,314015,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2006","2006","TONNE","Tonnes","0","Units",,,308877,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2007","2007","TONNE","Tonnes","0","Units",,,301590,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2008","2008","TONNE","Tonnes","0","Units",,,294326,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2009","2009","TONNE","Tonnes","0","Units",,,286638,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2010","2010","TONNE","Tonnes","0","Units",,,280752,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2011","2011","TONNE","Tonnes","0","Units",,,257236,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2012","2012","TONNE","Tonnes","0","Units",,,258718,,
"FTOT","Total Vessels","NU","Number of vessels","JPN","Japan","2013","2013","TONNE","Tonnes","0","Units",,,253017,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2000","2000","TONNE","Tonnes","0","Units",,,95890,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2001","2001","TONNE","Tonnes","0","Units",,,94935,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2002","2002","TONNE","Tonnes","0","Units",,,94388,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2003","2003","TONNE","Tonnes","0","Units",,,93257,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2004","2004","TONNE","Tonnes","0","Units",,,91608,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2005","2005","TONNE","Tonnes","0","Units",,,90735,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2006","2006","TONNE","Tonnes","0","Units",,,86113,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2007","2007","TONNE","Tonnes","0","Units",,,85627,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2008","2008","TONNE","Tonnes","0","Units",,,80766,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2009","2009","TONNE","Tonnes","0","Units",,,77713,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2010","2010","TONNE","Tonnes","0","Units",,,76974,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2011","2011","TONNE","Tonnes","0","Units",,,75629,,
"FTOT","Total Vessels","NU","Number of vessels","KOR","Korea","2013","2013","TONNE","Tonnes","0","Units",,,71287,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2000","2000","NBR","Number","0","Units",,,923099,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2001","2001","NBR","Number","0","Units",,,884853,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2002","2002","NBR","Number","0","Units",,,816563,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2003","2003","NBR","Number","0","Units",,,754441,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2004","2004","NBR","Number","0","Units",,,724980,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2005","2005","NBR","Number","0","Units",,,700810,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2006","2006","NBR","Number","0","Units",,,673719,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2007","2007","NBR","Number","0","Units",,,663869,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2008","2008","NBR","Number","0","Units",,,621336,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2009","2009","NBR","Number","0","Units",,,594773,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2010","2010","NBR","Number","0","Units",,,600622,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2011","2011","NBR","Number","0","Units",,,606628,,
"FTOT","Total Vessels","GT","Gross tonnage","KOR","Korea","2013","2013","NBR","Number","0","Units",,,607224,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2000","2000","TONNE","Tonnes","0","Units",,,106373,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2001","2001","TONNE","Tonnes","0","Units",,,106425,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2002","2002","TONNE","Tonnes","0","Units",,,106434,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2003","2003","TONNE","Tonnes","0","Units",,,106431,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2004","2004","TONNE","Tonnes","0","Units",,,106487,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2005","2005","TONNE","Tonnes","0","Units",,,106301,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2006","2006","TONNE","Tonnes","0","Units",,,106240,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2007","2007","TONNE","Tonnes","0","Units",,,106205,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2008","2008","TONNE","Tonnes","0","Units",,,106205,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2009","2009","TONNE","Tonnes","0","Units",,,106107,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2010","2010","TONNE","Tonnes","0","Units",,,94111,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2011","2011","TONNE","Tonnes","0","Units",,,82069,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2012","2012","TONNE","Tonnes","0","Units",,,71654,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2013","2013","TONNE","Tonnes","0","Units",,,76096,,
"FTOT","Total Vessels","NU","Number of vessels","MEX","Mexico","2014","2014","TONNE","Tonnes","0","Units",,,75741,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2000","2000","NBR","Number","0","Units",,,231762,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2001","2001","NBR","Number","0","Units",,,234602,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2002","2002","NBR","Number","0","Units",,,240035,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2003","2003","NBR","Number","0","Units",,,239539,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2004","2004","NBR","Number","0","Units",,,240856,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2005","2005","NBR","Number","0","Units",,,228705,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2006","2006","NBR","Number","0","Units",,,224690,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2007","2007","NBR","Number","0","Units",,,222394,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2009","2009","NBR","Number","0","Units",,,222688.07,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2010","2010","NBR","Number","0","Units",,,217176.27,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2011","2011","NBR","Number","0","Units",,,215943.3,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2012","2012","NBR","Number","0","Units",,,214125.24,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2013","2013","NBR","Number","0","Units",,,129191,,
"FTOT","Total Vessels","GT","Gross tonnage","MEX","Mexico","2014","2014","NBR","Number","0","Units",,,244945,,
"FTOT","Total Vessels","NU","Number of vessels","NLD","Netherlands","2000","2000","TONNE","Tonnes","0","Units",,,1096,,
"FTOT","Total Vessels","NU","Number of vessels","NLD","Netherlands","2001","2001","TONNE","Tonnes","0","Units",,,1006,,
"FTOT","Total Vessels","NU","Number of vessels","NLD","Netherlands","2002","2002","TONNE","Tonnes","0","Units",,,964,,
"FTOT","Total Vessels","NU","Number of vessels","NLD","Netherlands","2003","2003","TONNE","Tonnes","0","Units",,,931,,
"FTOT","Total Vessels","NU","Number of vessels","NLD","Netherlands","2004","2004","TONNE","Tonnes","0","Units",,,927,,
"FTOT","Total Vessels","NU","Number of vessels","NLD","Netherlands","2005","2005","TONNE","Tonnes","0","Units",,,894,,
"FTOT","Total Vessels","NU","Number of vessels","NLD","Netherlands","2006","2006","TONNE","Tonnes","0","Units",,,894,,
"FTOT","Total Vessels","NU","Number of vessels","NLD","Netherlands","2007","2007","TONNE","Tonnes","0","Units",,,903,,
"FTOT","Total Vessels","NU","Number of vessels","NLD","Netherlands","2008","2008","TONNE","Tonnes","0","Units",,,887,,
